sample,welch_t
571,-19.4436
572,-21.8739
573,-15.9107
574,-8.82084
575,-5.23142
576,-9.40903
577,-12.5348
578,-32.935
579,-174.567
580,-64.1704
581,-14.1129
582,14.3645
583,-21.2344
584,-86.6879
585,-92.0538
586,-72.1116
587,-93.3089
588,-79.2798
589,-53.6556
590,-46.0351
591,-53.9496
592,-63.1226
593,-50.245
594,-132.585
595,-273.792
596,-67.0764
597,-26.5674
598,-23.5125
599,-80.2881
600,-167.775
601,-146.255
602,-137.582
603,-153.268
604,-121.33
605,-94.7206
606,-93.3935
607,-109.845
608,-115.603
609,-17.7527
610,-71.6552
611,-32.0005
612,-32.0208
613,-79.2423
614,-42.4765
615,-55.3545
616,-80.2574
617,-58.9602
618,-70.6699
619,-63.6999
620,-54.981
621,-60.1758
622,-58.7842
623,-60.3648
624,-55.3759
625,-9.23126
626,-42.5774
627,-17.6184
628,-28.5734
629,-39.1213
630,-21.1514
631,-40.549
632,-40.7419
633,-32.463
634,-38.614
635,-33.9329
636,-31.0865
637,-30.5983
638,-28.2685
639,-28.923
640,-6.96191
641,-3.00639
642,-1.69184
643,-4.98296
644,-19.4352
645,-12.3739
646,-4.64516
647,-6.0572
648,-8.60868
649,-5.54443
650,-2.74388
651,-4.17898
652,-7.37952
653,-4.74906
654,-1.18083
655,-1.30013
656,2.04509
657,1.14035
658,-1.70329
659,-0.820586
660,2.29259
661,2.73876
662,4.23515
663,3.79496
664,5.38599
665,4.21726
666,5.32889
667,5.44888
668,6.79061
669,7.63696
670,9.13776
671,9.1533
672,6.83234
673,15.2539
674,1.39008
675,4.23561
676,9.0136
677,10.5215
678,17.9757
679,17.8309
680,15.1683
681,17.8623
682,14.3002
683,13.702
684,16.6236
685,18.7889
686,19.6449
687,7.14661
688,10.9532
689,2.24161
690,2.86302
691,15.5857
692,13.5561
693,13.7314
694,17.688
695,15.1104
696,15.8843
697,16.2773
698,14.1035
699,16.5786
700,19.0753
701,21.3112
702,19.9638
703,5.5807
704,20.0751
705,5.89059
706,7.32659
707,17.0574
708,13.4048
709,25.3539
710,25.1456
711,22.0107
712,26.1104
713,21.8335
714,21.1119
715,25.1894
716,26.278
717,27.6553
718,17.407
719,7.08285
720,6.72623
721,4.19554
722,17.8757
723,21.3541
724,14.7191
725,20.1353
726,18.3365
727,19.1854
728,16.7805
729,16.5507
730,21.1006
731,23.9736
732,21.5812
733,21.6677
734,5.81441
735,16.0401
736,4.26436
737,5.83616
738,19.8948
739,13.9987
740,17.535
741,22.0796
742,19.0229
743,23.2873
744,19.8433
745,17.9873
746,23.2791
747,24.0298
748,24.7513
749,22.1772
750,6.74183
751,21.0362
752,6.38448
753,11.9646
754,22.101
755,15.4587
756,27.0993
757,24.9142
758,20.2617
759,24.7494
760,22.267
761,23.2711
762,27.1957
763,25.6366
764,25.4568
765,9.58667
766,11.9115
767,5.12918
768,4.52242
769,19.8107
770,19.5333
771,16.4516
772,23.8109
773,18.4726
774,19.4076
775,21.9977
776,17.6244
777,23.3531
778,25.0406
779,26.3549
780,22.0506
781,6.06439
782,3.53803
783,-0.420187
784,6.40518
785,25.6625
786,15.6311
787,15.9481
788,14.8164
789,13.3649
790,14.5742
791,15.1515
792,15.4181
793,19.8851
794,20.2181
795,19.6196
796,18.7885
797,8.03175
798,22.9425
799,4.4859
800,11.105
801,17.6142
802,14.4037
803,25.5911
804,24.9389
805,21.7629
806,26.4438
807,21.6758
808,20.5353
809,25.8237
810,26.7442
811,28.7769
812,8.14372
813,18.2478
814,9.44433
815,6.17699
816,22.022
817,17.7928
818,19.5532
819,27.3813
820,24.0685
821,25.8688
822,25.7937
823,21.8675
824,25.5227
825,25.7512
826,28.97
827,28.8634
828,5.84051
829,15.5996
830,3.45743
831,10.7524
832,28.4373
833,16.41
834,21.4716
835,23.4676
836,22.5439
837,24.428
838,18.9269
839,20.5056
840,28.2456
841,28.0178
842,26.3341
843,16.9328
844,10.8161
845,16.1975
846,5.66403
847,17.2952
848,21.2174
849,16.118
850,27.3323
851,23.5626
852,22.9486
853,23.8206
854,21.7101
855,25.2155
856,25.0089
857,26.1714
858,28.3462
859,7.67366
860,22.4594
861,7.53267
862,6.68175
863,22.5487
864,16.6993
865,22.5504
866,29.4946
867,23.3787
868,28.6239
869,23.3467
870,21.3894
871,28.9536
872,29.5895
873,27.906
874,26.5413
875,9.14502
876,34.8244
877,9.53356
878,14.4854
879,25.6719
880,18.3917
881,34.4275
882,33.2057
883,27.9153
884,33.6768
885,29.1974
886,29.0358
887,32.9919
888,31.4783
889,33.1104
890,11.6458
891,22.9926
892,16.3678
893,7.48619
894,24.1948
895,22.7409
896,22.4087
897,35.093
898,29.1632
899,29.8626
900,32.2637
901,25.1841
902,31.152
903,33.8693
904,35.867
905,29.7549
906,7.74321
907,29.0836
908,10.3918
909,12.4615
910,27.9285
911,20.1056
912,28.3963
913,30.975
914,26.588
915,31.9911
916,30.0951
917,27.6086
918,31.3312
919,30.1742
920,32.643
921,31.2821
922,4.97572
923,5.85864
924,3.04444
925,19.3434
926,28.6535
927,15.2643
928,21.6663
929,20.7557
930,17.4219
931,19.4642
932,17.6317
933,21.34
934,26.0374
935,24.9115
936,23.1329
937,8.33054
938,30.5866
939,17.6766
940,8.35354
941,19.3623
942,16.8247
943,23.0504
944,35.1232
